id,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,provider_id,rating,reviews,price,type,types,type_id,type_ids,address,open_state,hours,operating_hours,phone,website,amenities,description,service_options,thumbnail,extensions,unsupported_extensions,serpapi_thumbnail,user_review
5315,9,Phung Tien Palace,ChIJi1QGdPOhQTERG3uLzQ2g_OU,0x3141a1f37406548b:0xe5fca00dcd8b7b1b,16572296709960071963,https://serpapi.com/search.json?data_id=0x3141a1f37406548b%3A0xe5fca00dcd8b7b1b&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1f37406548b%3A0xe5fca00dcd8b7b1b&engine=google_maps_photos&hl=en,"{""latitude"": 16.4681857, ""longitude"": 107.576081}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJi1QGdPOhQTERG3uLzQ2g_OU,/g/11gsb54fbb,4.6,27,,Historical landmark,"[""Historical landmark""]",historical_landmark,"[""historical_landmark""]","Điện Phụng Tiên, Lê Huân, Phú Hậu, Huế, Thành phố Huế, Vietnam",Closed · Opens 7:30 AM Tue,Closed · Opens 7:30 AM Tue,"{""monday"": ""7:30\u202fAM\u20135\u202fPM"", ""tuesday"": ""7:30\u202fAM\u20135\u202fPM"", ""wednesday"": ""7:30\u202fAM\u20135\u202fPM"", ""thursday"": ""7:30\u202fAM\u20135\u202fPM"", ""friday"": ""7:30\u202fAM\u20135\u202fPM"", ""saturday"": ""7:30\u202fAM\u20135\u202fPM"", ""sunday"": ""7:30\u202fAM\u20135\u202fPM""}",,,null,,null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXm3SmclSrikf2SGKWmsIvSSZIRCfUfc3kd4Bgg1hO3PozIDikICRK4384v5EKYPt1dn1AzwNcTFVz7Lt0VRYItniZ20ac3N6ZcfITejy8B6FXqaycKgDIKOTx6fZPH15R5Z4=w163-h92-k-no,"[{""children"": [""Good for kids""]}]",null,https://serpapi.com/images/url/kYo3OXicBcHdkoIgGADQJyJF1K1m9qL_ZWjKEbdV7povQVOhgmr1-XqJ3qZz3q_KuYudel5bkZEyRrXl3ZY3MNqV2o3AdJ66WAQWWW-28euW93lHeActv9WNDPiG_XWWPjgXNF3IXwmkOYVzpXC1J4kZ6LJu6CJlIRmHj2jFisThk8az4bmDbH0YvrbOP6QFdboWgX8EsosFSJqV5348j9f59dgDU0vK9tl_LEXyg6M0EuH3E8cEVZMANUibD4E3Q0A,
5316,11,Meridian Gate,ChIJQxZMyTOhQTERv6zPXThS_UM,0x3141a133c94c1643:0x43fd52385dcfacbf,4899162371694505151,https://serpapi.com/search.json?data_id=0x3141a133c94c1643%3A0x43fd52385dcfacbf&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a133c94c1643%3A0x43fd52385dcfacbf&engine=google_maps_photos&hl=en,"{""latitude"": 16.4676928, ""longitude"": 107.57917409999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJQxZMyTOhQTERv6zPXThS_UM,/m/0gtwzxc,4.6,2013,,Tourist attraction,"[""Tourist attraction"", ""Monument""]",tourist_attraction,"[""tourist_attraction"", ""monument""]","FH9H+3MF, Phú Hậu, Huế, Thành phố Huế, Vietnam",Closed · Opens 7 AM Tue,Closed · Opens 7 AM Tue,"{""monday"": ""7\u202fAM\u20135\u202fPM"", ""tuesday"": ""7\u202fAM\u20135\u202fPM"", ""wednesday"": ""7\u202fAM\u20135\u202fPM"", ""thursday"": ""7\u202fAM\u20135\u202fPM"", ""friday"": ""7\u202fAM\u20135\u202fPM"", ""saturday"": ""7\u202fAM\u20135\u202fPM"", ""sunday"": ""7\u202fAM\u20135\u202fPM""}",,http://www.hueworldheritage.org.vn/,null,"Large 1800s gate to the Imperial City. Main gate to the Imperial City, built in 1833, with a pavilion on upper level used for ceremonies.",null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwm6My7IJ_KEeVAsKh69gqTbJgACGTIi6UKUTlBUDrcpGRd53D9_XCGcx1Phceio-nNzrjAzcX_cBgshs4BvpzxKoPEsbeCcwjw2UejGTc_hWjG648HG7LAJif_f11HXyhiyI0DuQ=w122-h92-k-no,"[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}, {""children"": [""Good for kids""]}, {""parking"": [""Paid parking lot""]}]",null,https://serpapi.com/images/url/XOCZXHicBcFbcoIwFADQFUUELYozfgRwwsM6VqHlLzNeQxJEQrkowgZdQ3fTc_7equ9b3FhWrRYzaYysxQNFB6bpRdPPwNwt2SIBJGhRNtf1ebi7n-MqTni6E98UU-V68je7JJIGLIu1m6d5Vvt52EHLTtePRejxImDwso8KhDakOUxdRScoOPgSFS79Zzu9UnPc4UUEMFSDk4uKZcDVT8Xc5Tpiqz1NdMlL246KUekxnoePr-1gOw5RnkNupDH_dYhFqA,"""The royal architecture here is stunning – full of history and character."""
5317,12,Cửa Thượng Tứ,ChIJ6QsLgsGhQTERR_Jou9Rsixc,0x3141a1c1820b0be9:0x178b6cd4bb68f247,1696569345568207431,https://serpapi.com/search.json?data_id=0x3141a1c1820b0be9%3A0x178b6cd4bb68f247&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1c1820b0be9%3A0x178b6cd4bb68f247&engine=google_maps_photos&hl=en,"{""latitude"": 16.4698104, ""longitude"": 107.5842042}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ6QsLgsGhQTERR_Jou9Rsixc,/g/11fl3yhyg4,4.6,77,,Historical landmark,"[""Historical landmark""]",historical_landmark,"[""historical_landmark""]","15 Đinh Tiên Hoàng, Phú Hậu, Huế, Thành phố Huế, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",,,null,,null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnF06LNmqF_us-PmTQ1MoTht61aEx4_VDcYWa3f9_xXNmmPmjvGkErdxkG8uw0UBV5SLFvvBcfkrnnDG6pnhJ6unmN8GX9w2Zp1_Jd25uqFGffyUvbSR0C2gWgwwfn1tLnxV8=w122-h92-k-no,"[{""children"": [""Good for kids""]}]",null,https://serpapi.com/images/url/ykEcCnicBcFRboIwGADgE1VonQRM9jCnNDGMOFHUvRBXabtB_yJtaXe_XcLb-H2Pf2ntYJZR1Mv5TGgt-taZdmQabAt2xrSKxGAQM8hEbzT-6asAeZwUpbrnjTNopw6f-EMfpE3wdRNemnrNLqfrnGdNOJdK7dTvRLvNeAsdTZ2Pj6t6URX5NK0Y70aANU0GkNvEgSpTes48-Rpws72RhbvnlPO_4_Rd7eN3Ik7Cew7YFhDq9NVjQpDMCOoQ6CfYKkVR,"""Worth a look, free entry, great way to absorb local culture"""
5318,13,Hien Lam Pavilion,ChIJwdz7nTOhQTERqYqpYY-LSUw,0x3141a1339dfbdcc1:0x4c498b8f61a98aa9,5497078268117486249,https://serpapi.com/search.json?data_id=0x3141a1339dfbdcc1%3A0x4c498b8f61a98aa9&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a1339dfbdcc1%3A0x4c498b8f61a98aa9&engine=google_maps_photos&hl=en,"{""latitude"": 16.4666919, ""longitude"": 107.5770756}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJwdz7nTOhQTERqYqpYY-LSUw,/g/121yhgd9,4.7,84,,Tourist attraction,"[""Tourist attraction""]",tourist_attraction,"[""tourist_attraction""]","FH8G+MRG, Hai Mươi Ba Tháng Tám, Phú Hậu, Huế, Thành phố Huế, Vietnam",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",,,null,"Historic pavilion with colorful details. Ornate, 3-story pavilion built in 1824 & commemorating the founders of the Nguyen dynasty.",null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2iAJnu8NkbGE-4jdwFCrzghQyOkNmSLeUarGeTe3VrFqSSBL_aYijPyfP80VtXzWyiZK3NXBGkdmVpxvMOPH34lRnVTXxB6btMHRx1CzIw_R8LMAjlTCVNUyVqQDsA3nleQYUlA=w137-h92-k-no,"[{""amenities"": [""Restroom""]}, {""children"": [""Good for kids""]}]",null,https://serpapi.com/images/url/7UkkZ3icBcFZEsEwAADQE0URQ5nxkRa1tNU1yo-holuaVBO6XNAZ3MZ7v28qZSUWikJTOEg4Tyh5C1LHnEnC5CDmpZJUAsQCCAUZw4z6_ThDe_ZW7eJurMEkfzQbve6T1O2OhV36JglvtUECAnG9efm-Zl5v5yx3uqejDrGM-lOXXQ7QjjSjeJS4aj_W0dnCCfUYDqJWm96ltfXakd7vmqunmhbKaaBjO-zwy10JBBkl7jmkaNmM4Ayk8zEoAON_1d5Gbg,"""Lovely well restored place to visit."""
5319,14,Castle Williams,ChIJvY6AOnBawokRtgGd-0ZLAfM,0x89c25a703a808ebd:0xf3014b46fb9d01b6,17510359594434363830,https://serpapi.com/search.json?data_id=0x89c25a703a808ebd%3A0xf3014b46fb9d01b6&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c25a703a808ebd%3A0xf3014b46fb9d01b6&engine=google_maps_photos&hl=en,"{""latitude"": 40.6928328, ""longitude"": -74.0193374}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJvY6AOnBawokRtgGd-0ZLAfM,/m/03c9rw8,4.7,124,,Castle,"[""Castle"", ""Historical landmark"", ""Tourist attraction""]",castle,"[""castle"", ""historical_landmark"", ""tourist_attraction""]","New York, NY 10004",,,null,,http://www.nps.gov/gois,null,,"{""onsite_services"": true}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqGUhWnjtTzRxySKz2BUOvGrE90Db_d7dkuVZsikzH1hObADg9ESHvmRgobqwQDGff2kgqDIyjSZEOVu_PhgERLcYVnThDU0CM1YbdtI-Nvptyb9ABS4Li4ipV0tEhO6GNWqOE=w122-h92-k-no,"[{""service_options"": [""Onsite services""]}, {""accessibility"": [""Wheelchair accessible entrance""]}, {""children"": [""Good for kids""]}]",null,https://serpapi.com/images/url/Q3sbAHicBcFtDoIgAADQE5FKrWZbPywYtT4oSV39aUMNTAMNtPR-HaLb9N7vK62tzdxxKjkeCa1Flbcmf6Va2VzZUaqfjqgNSA0wTkDcomKfhkQyUQ97HsJPz7YDXEa0Iy_su4jfsllWtvHVFOWw9iTlARI-ZuvuGQrNm_cJkfsdlqJBm_7BrpjG7e0oBQ536SVWZ4kid7X3LjyzG3DoattzP1iyya6YFHXsWizplByShuLF24MQSB-CEij9B37fRbY,"""Outside the castle are great panoramic views of the city as well."""
5320,15,Belvedere Castle,ChIJFXzf4e9YwokRtXgpty_i74g,0x89c258efe1df7c15:0x88efe22fb72978b5,9867354003156334773,https://serpapi.com/search.json?data_id=0x89c258efe1df7c15%3A0x88efe22fb72978b5&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c258efe1df7c15%3A0x88efe22fb72978b5&engine=google_maps_photos&hl=en,"{""latitude"": 40.7794302, ""longitude"": -73.9690677}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJFXzf4e9YwokRtXgpty_i74g,/m/06vrb9,4.5,6860,,Castle,"[""Castle"", ""Historical landmark"", ""Scenic spot"", ""Tourist attraction""]",castle,"[""castle"", ""historical_landmark"", ""scenic_spot"", ""tourist_attraction""]","New York, NY 10024",Closed · Opens 10 AM,Closed · Opens 10 AM,"{""monday"": ""10\u202fAM\u20135\u202fPM"", ""tuesday"": ""10\u202fAM\u20135\u202fPM"", ""wednesday"": ""10\u202fAM\u20135\u202fPM"", ""thursday"": ""10\u202fAM\u20135\u202fPM"", ""friday"": ""10\u202fAM\u20135\u202fPM"", ""saturday"": ""10\u202fAM\u20135\u202fPM"", ""sunday"": ""10\u202fAM\u20135\u202fPM""}",(332) 213-3947,https://www.centralparknyc.org/locations/belvedere-castle,null,Fanciful castle with Central Park views. Gothic & Romanesque 1872 castle set on Vista Rock (the park's 2nd highest point) with park views.,"{""onsite_services"": true}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy0jZ_1qq2gwISJT_zin-kvqbrVNjLDHfsWqDNrCKUnJV2Bw9FAyDvhWHellBumEmxh6yIcqgGYj4rR5sn1VqPmJK1LNNSErhlQEXmBVNvm67myT8hISWefNmxh5sddhecZYcC1=w122-h92-k-no,"[{""service_options"": [""Onsite services""]}, {""payments"": [""Credit cards"", ""Debit cards""]}, {""children"": [""Good for kids""]}]","[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}]",https://serpapi.com/images/url/1UmorXicDctLEsEwAADQE0Ul_mYsVIuWyaC02JgRkah8JKlW3c8h3Ia3f98PL4qHG3qe4K0G05oJ-nTUEq0KqooG0dJjDweIA84bz5o3kdTN_HiCxiBWRUm8Pb1vCtxLc7YpzpfB_OoyE2A7WexUnCK_GkzHdVDybE6F8J8ylC_erSNi2OyQt-2m4xRMzUrGC7jEOAktF-twL_0Ul7Lbk_W2z6Mko1f8fx13uXBKjgcygaMKIgT4AIE7UPoHdPlGUw,"""It's a small castle overlooking the turtle pond with a gift shop."""
5321,16,Castle Clinton National Monument,ChIJoQb5SxBawokRtYcvnZAI2lE,0x89c25a104bf906a1:0x51da08909d2f87b5,5898036079200536501,https://serpapi.com/search.json?data_id=0x89c25a104bf906a1%3A0x51da08909d2f87b5&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c25a104bf906a1%3A0x51da08909d2f87b5&engine=google_maps_photos&hl=en,"{""latitude"": 40.7034401, ""longitude"": -74.0168023}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJoQb5SxBawokRtYcvnZAI2lE,/m/049bm4,4.4,21447,,Tourist attraction,"[""Tourist attraction"", ""Historical place"", ""Museum"", ""Monument""]",tourist_attraction,"[""tourist_attraction"", ""historic_site"", ""museum"", ""monument""]","New York, NY 10004",Closed · Opens 8 AM,Closed · Opens 8 AM,"{""monday"": ""8\u202fAM\u20135\u202fPM"", ""tuesday"": ""8\u202fAM\u20135\u202fPM"", ""wednesday"": ""8\u202fAM\u20135\u202fPM"", ""thursday"": ""8\u202fAM\u20135\u202fPM"", ""friday"": ""8\u202fAM\u20135\u202fPM"", ""saturday"": ""8\u202fAM\u20135\u202fPM"", ""sunday"": ""8\u202fAM\u20135\u202fPM""}",(212) 344-7220,https://www.nps.gov/cacl/index.htm,null,"Historic fort with small museum. Circular fort from 1808-1811 & later an immigration center, now a small museum.","{""onsite_services"": true}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSztn4Xe9RSrVnQzDiwXahsNJfeGPiC-osWjJ7qHez7rr0CoDCUTJ4gksrJKkHOUrkP6ND5O2U7zKs-gZoxgmuEqkdlFzz3viOy8G1_PcYB-AjRu2Or9966Csm14tPrLaYCuvwOE=w137-h92-k-no,"[{""service_options"": [""Onsite services""]}, {""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot"", ""Wheelchair accessible restroom""]}, {""planning"": [""Getting tickets in advance recommended""]}, {""children"": [""Good for kids""]}, {""parking"": [""On-site parking""]}]",null,https://serpapi.com/images/url/kQJgeHicBcFbEsEwFADQFUX1oVUzPkipKSP1qNePMRVppU3ITZXszyLsxjm_b6H1AwaWVRVuh0nJKtoAVbkUmgrdyWVtsQegHBBYo7hbVhujhXeg4XqjdmJlorI9XApYJjcapyVGEvb3JHjOqAmU6mIZ4WybeIyDSuZ8RjLFU38Z9YiTBWYOiJ3km9XN5Mmv1dQY91WSTz-2z2l-HKPRfd04RIWh72OobU-nanE54ubVksmwtd0AFaGDOBLyD08iRXw,"""Very interesting history but can be closed during the winter."""
5322,17,Castle Point,ChIJkdwL0NtZwokRNXo39zxP7rk,0x89c259dbd00bdc91:0xb9ee4f3cf7377a35,13397733064738044469,https://serpapi.com/search.json?data_id=0x89c259dbd00bdc91%3A0xb9ee4f3cf7377a35&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259dbd00bdc91%3A0xb9ee4f3cf7377a35&engine=google_maps_photos&hl=en,"{""latitude"": 40.747879399999995, ""longitude"": -74.0234735}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJkdwL0NtZwokRNXo39zxP7rk,/g/1ynnq1l8l,4.5,2,,Peninsula,"[""Peninsula""]",peninsula,"[""peninsula""]","Hoboken, NJ 07030",,,null,,,null,,null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJwxswKAn4yHxhjqQB57Rru1uLXOgfgdzl6ZxMLCU6eA0m6WLFCpcV_yzUbNRXlnD4YsJ-kbe_Wimo2q2xnOm-PmT3cArazjHRh8AWg4x9AO_82mH4CsLyPlzZ4T-HzhxWACNDUA=w163-h92-k-no,null,null,https://serpapi.com/images/url/pcT3tnicBcHtFoEwAADQJ5qoycc5fkwOHSIi4U-HmQ37SKvT2gt6Bm_j3t-XVVWhx47DmdehSlFOak1KrGRFZNXBSji00ABroB206D753iwbo5sVkrANDXt9dtP-ICnrXh2dYvqgd8v9i1lHQeoT1BV-Fs2DAh_z1qa3TXLicgbPegneN5JnT6Hcj2tkLMBWHDyMyqt9hQkbooxCM0JxPnRFCAMdtVtuL_AAQstMhoLNLEWTpud7gI1c8AZS_QHpF0X8,
5323,18,Castle Gould,ChIJebY23xyPwokRl8STgUIai7o,0x89c28f1cdf36b679:0xba8b1a428193c497,13441866385761485975,https://serpapi.com/search.json?data_id=0x89c28f1cdf36b679%3A0xba8b1a428193c497&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c28f1cdf36b679%3A0xba8b1a428193c497&engine=google_maps_photos&hl=en,"{""latitude"": 40.8612904, ""longitude"": -73.69743179999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJebY23xyPwokRl8STgUIai7o,/g/11c1nbd152,4.6,637,,Tourist attraction,"[""Tourist attraction"", ""Hiking area"", ""Historical landmark""]",tourist_attraction,"[""tourist_attraction"", ""hiking_area"", ""historical_landmark""]","127 Middle Neck Rd, Sands Point, NY 11050",Closed · Opens 11 AM Wed,Closed · Opens 11 AM Wed,"{""monday"": ""Closed"", ""tuesday"": ""Closed"", ""wednesday"": ""11\u202fAM\u20136\u202fPM"", ""thursday"": ""11\u202fAM\u20136\u202fPM"", ""friday"": ""11\u202fAM\u20136\u202fPM"", ""saturday"": ""11\u202fAM\u20136\u202fPM"", ""sunday"": ""9\u202fAM\u20136\u202fPM""}",(516) 571-7901,http://sandspointpreserveconservancy.org/,null,,"{""onsite_services"": true}",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyDc7g8U0ghxgoKiWF9_IpgJD1D97DpL1CeN0POtYm_7Ctu9-n5o-gs8fhYEhEFTgXqVkL2jpCZ5zUMJCfE6MFNkrVF-8loXinZnBf_zbnpYc_9tg05tXWLTg-IJKSgESJQK-mOaA=w122-h92-k-no,"[{""service_options"": [""Onsite services""]}, {""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}, {""children"": [""Good for kids""]}, {""parking"": [""On-site parking""]}]",null,https://serpapi.com/images/url/ZIQpXXicBcFJDoIwFADQE30ZDEJNXCiDEXAKDuCGaAO_CLTV1jhc0DN4G9_7fZnWUo0No2PDAQqBXfVQ1Z0KriuuB1T0BkoFVIEypnOz6bJ3QF309iayF4qkOUakXEiMAysgbiBTy69W5mati750ff0gwB0BqLyaFSELox3mt0Ob2lfpn5zPfhn7dThaRqv2fojA60Te8BOf1eXnwmVBS6LRdHR-THcIizjJMMzibQL9-jydPC3bBkZsaIGLPw8yRE4,"""Beautiful castle with roads for hiking and a perfect view to the sea."""
5324,19,Kip's Castle,ChIJZ61TUQcAw4kR8UTubA1sdFk,0x89c300075153ad67:0x59746c0d6cee44f1,6445895771591951601,https://serpapi.com/search.json?data_id=0x89c300075153ad67%3A0x59746c0d6cee44f1&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c300075153ad67%3A0x59746c0d6cee44f1&engine=google_maps_photos&hl=en,"{""latitude"": 40.8289036, ""longitude"": -74.2242028}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJZ61TUQcAw4kR8UTubA1sdFk,/g/1tm13jyn,4.3,154,,Castle,"[""Castle""]",castle,"[""castle""]","22 Crestmont Rd, Montclair, NJ 07042",Closed · Opens 12 PM Tue,Closed · Opens 12 PM Tue,"{""monday"": ""Closed"", ""tuesday"": ""12\u20133\u202fPM"", ""wednesday"": ""12\u20133\u202fPM"", ""thursday"": ""12\u20133\u202fPM"", ""friday"": ""12\u20133\u202fPM"", ""saturday"": ""10\u202fAM\u201312\u202fPM"", ""sunday"": ""12\u202fAM\u20133:23\u202fPM""}",(973) 433-7469,http://www.essexcountyparks.org/parks/kips-castle-park,null,"Medieval-revival mansion & gardens. Turreted, 1905 Norman-style castle featuring old-world interiors, NYC skyline views & gardens.",null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzUQm-xGm6KgHhEgQYi-2ah6PNxibvfpNc-z88YAoj-09U-tnztdZOecB_tXQsJcsf0Zlb0cHbd1IIF8pV6g_4XPqyIYE1zOHtfTQLzj1OuA5huDqpgseQW68AAAvXhozlCf0soew=w122-h92-k-no,"[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}, {""children"": [""Good for kids""]}]",null,https://serpapi.com/images/url/p930g3icBcFbcoIwFADQFV0JqAx2ph-pL6gdMVNtwR9HYkiwgcTe4CMb7Bq6G8_5_1POWXwJAq2GA2mM1KJH8ctN50TnBty0gbQIHAEDuiSN_vQ71sJ92cYrmaq5ZGUD0VHFm_W9qa61XXPwSVJScwYy2YHrvDvtc8HfDq5g-M6xJntdEZ5WpzDLFon9iuVhVGwuj6ychz5PXb1lH_4c5j0dq352sRIF-44TSum1UMbraU3QiNvrLYwiUJMIfqAzT4oDRhM,"""The grounds were kept up so well all private spaces to sit on stone benches."""
5325,20,Castle Point Lookout,ChIJQ9YqJNxZwokRr_VHfBcHl-0,0x89c259dc242ad643:0xed9707177c47f5af,17120160305922962863,https://serpapi.com/search.json?data_id=0x89c259dc242ad643%3A0xed9707177c47f5af&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259dc242ad643%3A0xed9707177c47f5af&engine=google_maps_photos&hl=en,"{""latitude"": 40.7443853, ""longitude"": -74.0238383}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJQ9YqJNxZwokRr_VHfBcHl-0,/g/1th5_ql9,4.8,139,,Park,"[""Park""]",park,"[""park""]","90 Frank Sinatra Dr, Hoboken, NJ 07030",Open 24 hours,Open 24 hours,"{""monday"": ""Open 24 hours"", ""tuesday"": ""Open 24 hours"", ""wednesday"": ""Open 24 hours"", ""thursday"": ""Open 24 hours"", ""friday"": ""Open 24 hours"", ""saturday"": ""Open 24 hours"", ""sunday"": ""Open 24 hours""}",(201) 216-5000,https://tour.stevens.edu/index.html#!UMAP_2017082365446%7CBLD_2017092285489%7B%22embedMedia%22%3A%22VVID_2017110636501%22%7D,null,,null,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxDQHXvwq1fKRCasEI0jGjWT1H5q8NPc33Y4_-I3RHOq-naRa-EWgKmS3UWbJ16B5sAyEDTKft9Z_sfnVtTp3ctpfETI2vJDM11u1L97A05h2egbeA2P77QSHc5JLon54yHsQ60g=w122-h92-k-no,"[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}, {""amenities"": [""Cycling lanes""]}, {""children"": [""Good for kids""]}, {""pets"": [""Dogs allowed""]}]",null,https://serpapi.com/images/url/05fm_nicBcFbUoMwFADQFaWQhIA44wcWpgGqlodF_WFoJgQrTcCblnaFXYO78Zy_-2DtBI-OMw50pYxRozyD_BVGW6ntSpiToyZAAhA40cb9HqvlGhf847LMuM_LdQdJ6h43x6bGnM0PrztB6afXopSW_G1Guis7lDQqP1X0vTlk2H9mEN2SuM57G3610Ou9rScq7NQndUouWfyC8RlvwyBy2UCkOsiI7IKgqLhg2dZo5t04FL6rnhZMCBpCgn6QNv-hZUJh,"""It is super quiet and the view is phenomenal !!"""
5326,1,Tourism Hue Phong Nha,ChIJhfc3FQ2hQTER3i8sHaV77bs,0x3141a10d1537f785:0xbbed7ba51d2c2fde,13541615603662204894,https://serpapi.com/search.json?data_id=0x3141a10d1537f785%3A0xbbed7ba51d2c2fde&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x3141a10d1537f785%3A0xbbed7ba51d2c2fde&engine=google_maps_photos&hl=en,"{""latitude"": 16.458461, ""longitude"": 107.61121999999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJhfc3FQ2hQTER3i8sHaV77bs,/g/11c581ltvy,4.4,71,,Tour operator,"[""Tour operator""]",tour_operator,"[""tour_operator""]","Nhà C14, Đ.Số 02, An Đông, Huế, Thành phố Huế 530000, Vietnam",Closed · Opens 8 AM Tue,Closed · Opens 8 AM Tue,"{""monday"": ""8\u202fAM\u20135\u202fPM"", ""tuesday"": ""8\u202fAM\u20135\u202fPM"", ""wednesday"": ""8\u202fAM\u20135\u202fPM"", ""thursday"": ""8\u202fAM\u20135\u202fPM"", ""friday"": ""8\u202fAM\u20135\u202fPM"", ""saturday"": ""8\u202fAM\u20135\u202fPM"", ""sunday"": ""8\u202fAM\u20135\u202fPM""}",+84 934 579 759,http://webdulichmientrung.com/tour-hue-phong-nha-2-ngay-1-dem.html,null,,null,https://lh3.googleusercontent.com/p/AF1QipMbU2ZaJwyHNLjBrtllodVWL_IKTSo3iHrpYZXO=w138-h92-k-no,"[{""accessibility"": [""Wheelchair accessible parking lot""]}, {""payments"": [""NFC mobile payments""]}]",null,https://serpapi.com/images/url/o468hHicuxmXUVJSUGylr5-TYayXnp-fnpNaWpxalJyfV5KaV6KXnJ-rX6Dv6GYYmFngmxRqFJXoVV7p4eeT5VRUkpOTnxIW7hPv6R0SnG-c6VFUEBkV4W9bbmhsoZthaaSbrZuXDwC-pSHq,
